id,customer_id,product_id,sale_month,sale_day,quantity,unit_cents,discount_bps,coupon_code
571,53,6,202508,20250806,4,1022,0,WELCOME
572,43,13,202501,20250106,2,1981,500,夜市
573,37,12,202506,20250628,3,1844,500,
574,1,12,202511,20251123,3,1844,500,
575,42,13,202509,20250922,5,1981,500,WELCOME
576,42,31,202508,20250816,5,4447,1500,
577,53,3,202511,20251116,5,611,0,
578,33,22,202504,20250415,2,3214,1000,LOYAL
579,8,16,202504,20250427,2,2392,500,LOYAL
580,13,27,202503,20250307,5,3899,1500,
581,60,16,202506,20250617,4,2392,500,
582,35,12,202507,20250715,1,1844,500,WELCOME
583,6,23,202502,20250201,3,3351,1000,SPRING
584,46,26,202511,20251123,1,3762,1500,WELCOME
585,37,26,202508,20250820,3,3762,1500,
586,48,3,202506,20250616,3,611,0,WELCOME
587,52,26,202509,20250915,3,3762,1500,LOYAL
588,27,6,202503,20250321,5,1022,0,
589,9,29,202501,20250105,3,4173,1500,LOYAL
590,5,28,202506,20250623,4,4036,1500,LOYAL
591,33,19,202508,20250811,3,2803,1000,WELCOME
592,20,21,202503,20250322,3,3077,1000,LOYAL
593,24,20,202504,20250406,2,2940,1000,夜市
594,36,14,202504,20250418,1,2118,500,
595,53,6,202502,20250221,1,1022,0,
596,40,26,202507,20250710,5,3762,1500,
597,61,10,202504,20250424,3,1570,500,
598,27,13,202506,20250605,5,1981,500,夜市
599,28,30,202511,20251110,2,4310,1500,SPRING
600,48,24,202509,20250918,3,3488,1000,夜市
601,54,30,202501,20250109,5,4310,1500,夜市
602,7,24,202509,20250904,4,3488,1000,
603,35,3,202512,20251206,2,611,0,WELCOME
604,6,32,202501,20250111,2,4584,1500,LOYAL
605,44,17,202507,20250709,5,2529,1000,WELCOME
606,41,4,202512,20251220,3,748,0,SPRING
607,8,12,202512,20251218,5,1844,500,夜市
608,17,15,202505,20250517,4,2255,500,WELCOME
609,60,5,202502,20250217,4,885,0,
610,21,23,202504,20250410,3,3351,1000,WELCOME
611,57,28,202509,20250908,4,4036,1500,WELCOME
612,28,31,202502,20250228,3,4447,1500,WELCOME
613,3,30,202501,20250119,1,4310,1500,SPRING
614,39,15,202512,20251213,1,2255,500,LOYAL
615,4,28,202511,20251124,4,4036,1500,LOYAL
616,1,8,202507,20250709,4,1296,0,
617,50,22,202512,20251208,5,3214,1000,WELCOME
618,50,29,202504,20250419,5,4173,1500,WELCOME
619,34,17,202504,20250426,3,2529,1000,LOYAL
620,15,7,202503,20250307,3,1159,0,LOYAL
621,18,29,202510,20251009,1,4173,1500,夜市
622,23,29,202503,20250312,1,4173,1500,LOYAL
623,45,7,202507,20250723,5,1159,0,
624,30,8,202509,20250921,5,1296,0,LOYAL
625,15,29,202504,20250414,3,4173,1500,WELCOME
626,2,32,202502,20250209,4,4584,1500,SPRING
627,24,5,202506,20250614,5,885,0,夜市
628,49,10,202512,20251219,3,1570,500,WELCOME
629,49,23,202502,20250216,3,3351,1000,SPRING
630,36,31,202501,20250110,3,4447,1500,
631,44,9,202501,20250118,2,1433,500,夜市
632,40,7,202508,20250816,3,1159,0,夜市
633,61,23,202506,20250622,4,3351,1000,
634,28,1,202510,20251026,3,337,0,SPRING
635,59,23,202501,20250125,2,3351,1000,
636,60,6,202506,20250619,1,1022,0,夜市
637,51,14,202503,20250321,3,2118,500,
638,7,27,202511,20251108,3,3899,1500,LOYAL
639,56,25,202507,20250707,3,3625,1500,夜市
640,38,24,202510,20251004,1,3488,1000,夜市
641,14,25,202505,20250511,2,3625,1500,LOYAL
642,58,24,202511,20251126,5,3488,1000,夜市
643,40,5,202503,20250318,3,885,0,夜市
644,15,22,202509,20250918,3,3214,1000,
645,27,27,202505,20250517,5,3899,1500,夜市
646,22,32,202507,20250728,5,4584,1500,WELCOME
647,30,12,202501,20250121,2,1844,500,LOYAL
648,5,26,202509,20250909,3,3762,1500,夜市
649,63,7,202504,20250416,2,1159,0,SPRING
650,35,20,202508,20250815,1,2940,1000,LOYAL
651,38,15,202506,20250619,5,2255,500,
652,54,26,202509,20250917,1,3762,1500,LOYAL
653,5,16,202503,20250312,4,2392,500,夜市
654,6,18,202510,20251014,1,2666,1000,SPRING
655,56,9,202506,20250618,1,1433,500,LOYAL
656,53,10,202502,20250219,4,1570,500,夜市
657,52,25,202508,20250811,1,3625,1500,WELCOME
658,16,32,202512,20251222,4,4584,1500,
659,61,27,202510,20251012,5,3899,1500,
660,48,7,202506,20250620,3,1159,0,LOYAL
661,54,20,202512,20251207,1,2940,1000,夜市
662,28,6,202507,20250724,3,1022,0,夜市
663,60,13,202505,20250511,3,1981,500,SPRING
664,45,30,202501,20250102,2,4310,1500,WELCOME
665,25,18,202505,20250505,1,2666,1000,
666,6,14,202503,20250326,5,2118,500,SPRING
667,19,9,202508,20250804,5,1433,500,WELCOME
668,47,19,202502,20250213,2,2803,1000,夜市
669,43,23,202511,20251106,2,3351,1000,夜市
670,40,15,202510,20251023,3,2255,500,夜市
671,52,24,202505,20250522,1,3488,1000,WELCOME
672,39,32,202512,20251203,3,4584,1500,
673,4,21,202502,20250204,5,3077,1000,
674,26,24,202509,20250921,4,3488,1000,WELCOME
675,7,30,202510,20251001,1,4310,1500,LOYAL
676,59,27,202503,20250317,3,3899,1500,夜市
677,57,18,202509,20250907,5,2666,1000,WELCOME
678,22,31,202509,20250923,2,4447,1500,LOYAL
679,15,1,202503,20250312,5,337,0,
680,26,10,202511,20251110,5,1570,500,LOYAL
681,38,16,202503,20250314,4,2392,500,LOYAL
682,29,26,202511,20251104,5,3762,1500,WELCOME
683,19,15,202505,20250511,1,2255,500,夜市
684,4,21,202505,20250507,1,3077,1000,WELCOME
685,56,16,202509,20250911,3,2392,500,夜市
686,29,10,202509,20250926,5,1570,500,
687,36,6,202505,20250505,3,1022,0,WELCOME
688,62,18,202505,20250504,1,2666,1000,WELCOME
689,17,15,202506,20250615,5,2255,500,
690,12,10,202504,20250422,5,1570,500,WELCOME
691,17,7,202508,20250823,3,1159,0,LOYAL
692,1,31,202511,20251125,2,4447,1500,WELCOME
693,8,20,202511,20251110,4,2940,1000,
694,57,27,202510,20251015,4,3899,1500,
695,44,16,202508,20250819,4,2392,500,SPRING
696,13,27,202503,20250326,4,3899,1500,WELCOME
697,4,30,202503,20250308,3,4310,1500,WELCOME
698,1,17,202505,20250521,5,2529,1000,SPRING
699,37,23,202505,20250505,4,3351,1000,
700,37,32,202507,20250722,5,4584,1500,
701,50,22,202510,20251011,1,3214,1000,LOYAL
702,51,27,202505,20250504,2,3899,1500,夜市
703,16,8,202510,20251016,3,1296,0,LOYAL
704,38,15,202501,20250109,2,2255,500,夜市
705,44,2,202501,20250125,5,474,0,SPRING
706,60,18,202511,20251126,1,2666,1000,LOYAL
707,36,4,202502,20250205,4,748,0,
708,18,3,202509,20250926,1,611,0,SPRING
709,59,13,202504,20250418,2,1981,500,SPRING
710,51,13,202512,20251218,2,1981,500,
711,53,10,202512,20251215,5,1570,500,LOYAL
712,53,11,202505,20250523,5,1707,500,
713,42,1,202504,20250412,4,337,0,WELCOME
714,51,9,202512,20251220,3,1433,500,
715,13,11,202508,20250821,2,1707,500,SPRING
716,42,16,202510,20251005,1,2392,500,夜市
717,24,26,202508,20250823,5,3762,1500,WELCOME
718,60,9,202509,20250919,5,1433,500,夜市
719,45,29,202503,20250306,2,4173,1500,LOYAL
720,36,23,202507,20250724,3,3351,1000,夜市
721,17,9,202509,20250916,4,1433,500,
722,36,3,202504,20250412,1,611,0,SPRING
723,63,22,202507,20250725,3,3214,1000,
724,9,11,202509,20250913,1,1707,500,夜市
725,11,26,202508,20250819,2,3762,1500,WELCOME
726,48,14,202502,20250205,1,2118,500,LOYAL
727,62,20,202501,20250103,2,2940,1000,SPRING
728,59,17,202504,20250420,4,2529,1000,
729,13,21,202501,20250107,3,3077,1000,夜市
730,63,32,202510,20251025,4,4584,1500,SPRING
731,16,10,202503,20250304,5,1570,500,LOYAL
732,41,20,202509,20250924,1,2940,1000,
733,3,24,202511,20251128,2,3488,1000,WELCOME
734,44,19,202509,20250917,2,2803,1000,LOYAL
735,12,20,202503,20250312,2,2940,1000,
736,39,27,202505,20250512,2,3899,1500,WELCOME
737,19,4,202508,20250815,5,748,0,WELCOME
738,31,24,202512,20251204,5,3488,1000,
739,59,28,202502,20250209,2,4036,1500,LOYAL
740,8,8,202501,20250119,5,1296,0,
741,34,21,202510,20251025,2,3077,1000,WELCOME
742,16,14,202512,20251211,1,2118,500,
743,11,20,202505,20250521,4,2940,1000,LOYAL
744,27,19,202501,20250113,2,2803,1000,夜市
745,18,30,202505,20250528,3,4310,1500,LOYAL
746,29,4,202503,20250310,5,748,0,WELCOME
747,11,29,202503,20250302,4,4173,1500,夜市
748,40,14,202506,20250620,3,2118,500,SPRING
749,44,21,202501,20250124,4,3077,1000,
750,64,20,202506,20250610,1,2940,1000,LOYAL
751,35,3,202506,20250608,1,611,0,LOYAL
752,49,19,202502,20250214,2,2803,1000,LOYAL
753,52,32,202512,20251203,2,4584,1500,LOYAL
754,60,21,202511,20251123,5,3077,1000,SPRING
755,48,26,202509,20250921,1,3762,1500,SPRING
756,64,12,202512,20251222,5,1844,500,
757,2,13,202510,20251020,5,1981,500,SPRING
758,62,30,202511,20251118,4,4310,1500,夜市
759,14,27,202502,20250217,5,3899,1500,LOYAL
760,14,5,202511,20251101,5,885,0,夜市
761,45,5,202510,20251016,1,885,0,
762,51,6,202512,20251220,2,1022,0,SPRING
763,55,10,202508,20250807,5,1570,500,
764,53,8,202509,20250907,5,1296,0,WELCOME
765,64,25,202512,20251205,3,3625,1500,LOYAL
766,32,30,202509,20250917,2,4310,1500,
767,13,26,202510,20251010,1,3762,1500,LOYAL
768,61,15,202509,20250927,4,2255,500,LOYAL
769,2,21,202504,20250425,2,3077,1000,夜市
770,45,14,202511,20251103,5,2118,500,
771,8,5,202511,20251116,4,885,0,夜市
772,53,23,202506,20250628,2,3351,1000,
773,40,12,202507,20250717,3,1844,500,WELCOME
774,29,20,202512,20251219,5,2940,1000,
775,61,16,202502,20250209,2,2392,500,
776,6,15,202508,20250803,1,2255,500,SPRING
777,25,28,202508,20250810,2,4036,1500,
778,13,27,202502,20250219,1,3899,1500,SPRING
779,61,29,202507,20250704,5,4173,1500,SPRING
780,9,32,202512,20251205,3,4584,1500,WELCOME
781,58,14,202506,20250628,5,2118,500,
782,29,24,202503,20250305,1,3488,1000,夜市
783,45,11,202504,20250413,5,1707,500,夜市
784,12,16,202504,20250417,4,2392,500,
785,25,17,202509,20250911,4,2529,1000,夜市
786,10,7,202512,20251221,3,1159,0,夜市
787,45,13,202511,20251101,5,1981,500,LOYAL
788,4,30,202508,20250811,1,4310,1500,夜市
789,43,26,202511,20251115,3,3762,1500,夜市
790,8,3,202511,20251120,3,611,0,WELCOME
791,17,25,202512,20251219,2,3625,1500,
792,43,31,202510,20251006,3,4447,1500,SPRING
793,41,19,202504,20250425,1,2803,1000,SPRING
794,42,10,202505,20250526,4,1570,500,SPRING
795,30,11,202508,20250826,2,1707,500,WELCOME
796,22,9,202501,20250101,5,1433,500,LOYAL
797,59,9,202511,20251101,2,1433,500,LOYAL
798,61,10,202508,20250819,1,1570,500,
799,63,15,202503,20250305,1,2255,500,
800,29,6,202502,20250228,1,1022,0,WELCOME
801,30,9,202510,20251026,4,1433,500,夜市
802,21,19,202511,20251125,3,2803,1000,
803,19,23,202505,20250505,2,3351,1000,LOYAL
804,28,5,202510,20251021,5,885,0,
805,21,15,202505,20250501,2,2255,500,
806,56,22,202501,20250118,4,3214,1000,夜市
807,1,18,202507,20250712,4,2666,1000,SPRING
808,38,3,202507,20250722,4,611,0,夜市
809,33,28,202512,20251217,2,4036,1500,LOYAL
810,26,25,202511,20251105,5,3625,1500,SPRING
811,24,9,202505,20250504,5,1433,500,夜市
812,39,2,202503,20250311,1,474,0,
813,14,26,202506,20250602,1,3762,1500,WELCOME
814,26,22,202509,20250927,3,3214,1000,夜市
815,55,2,202511,20251104,5,474,0,夜市
816,51,31,202502,20250201,5,4447,1500,LOYAL
817,62,18,202512,20251208,3,2666,1000,SPRING
818,22,8,202503,20250317,4,1296,0,夜市
819,6,1,202508,20250815,5,337,0,
820,49,12,202501,20250113,4,1844,500,SPRING
821,42,14,202503,20250311,2,2118,500,WELCOME
822,41,23,202509,20250903,1,3351,1000,WELCOME
823,57,7,202502,20250217,3,1159,0,WELCOME
824,58,9,202508,20250825,1,1433,500,LOYAL
825,28,1,202503,20250321,3,337,0,SPRING
826,50,8,202502,20250207,5,1296,0,
827,21,24,202507,20250703,2,3488,1000,SPRING
828,55,7,202506,20250625,4,1159,0,SPRING
829,28,31,202503,20250323,4,4447,1500,夜市
830,38,14,202503,20250321,4,2118,500,LOYAL
831,53,14,202507,20250720,2,2118,500,LOYAL
832,17,16,202505,20250509,3,2392,500,夜市
833,34,10,202506,20250624,4,1570,500,
834,38,2,202511,20251108,4,474,0,
835,13,5,202509,20250922,4,885,0,SPRING
836,5,24,202502,20250212,3,3488,1000,
837,45,8,202507,20250704,2,1296,0,
838,2,14,202510,20251011,1,2118,500,LOYAL
839,16,20,202504,20250423,4,2940,1000,夜市
840,3,31,202511,20251109,4,4447,1500,
841,48,23,202512,20251206,4,3351,1000,WELCOME
842,37,2,202505,20250506,3,474,0,WELCOME
843,29,3,202512,20251224,4,611,0,LOYAL
844,5,4,202511,20251103,4,748,0,SPRING
845,8,26,202507,20250713,4,3762,1500,WELCOME
846,17,15,202504,20250411,5,2255,500,LOYAL
847,5,4,202506,20250622,3,748,0,
848,49,21,202512,20251221,4,3077,1000,SPRING
849,17,11,202506,20250603,4,1707,500,WELCOME
850,36,21,202508,20250821,5,3077,1000,夜市
851,9,31,202505,20250523,2,4447,1500,
852,61,7,202509,20250909,4,1159,0,SPRING
853,24,20,202509,20250915,3,2940,1000,WELCOME
854,25,22,202502,20250221,1,3214,1000,
855,16,22,202501,20250107,3,3214,1000,SPRING
856,40,30,202511,20251111,4,4310,1500,
857,45,23,202508,20250813,3,3351,1000,SPRING
858,12,18,202502,20250213,4,2666,1000,WELCOME
859,30,30,202501,20250120,3,4310,1500,
860,53,10,202509,20250904,2,1570,500,
861,26,18,202506,20250614,4,2666,1000,
862,35,5,202505,20250515,4,885,0,
863,59,18,202503,20250323,3,2666,1000,SPRING
864,59,13,202503,20250315,5,1981,500,LOYAL
865,39,7,202507,20250706,4,1159,0,LOYAL
866,48,9,202505,20250525,2,1433,500,
867,16,8,202505,20250511,3,1296,0,夜市
868,8,30,202505,20250515,2,4310,1500,
869,4,10,202512,20251205,4,1570,500,SPRING
870,57,11,202503,20250313,1,1707,500,
871,31,23,202512,20251203,1,3351,1000,SPRING
872,3,25,202511,20251120,1,3625,1500,WELCOME
873,58,26,202512,20251208,1,3762,1500,SPRING
874,64,17,202506,20250621,5,2529,1000,SPRING
875,25,9,202502,20250222,3,1433,500,
876,60,7,202504,20250418,2,1159,0,WELCOME
877,22,18,202502,20250202,3,2666,1000,夜市
878,9,18,202505,20250510,5,2666,1000,夜市
879,53,1,202511,20251106,3,337,0,LOYAL
880,31,32,202511,20251126,3,4584,1500,夜市
881,9,3,202502,20250201,4,611,0,
882,41,18,202508,20250817,5,2666,1000,
883,58,32,202502,20250216,2,4584,1500,SPRING
884,17,30,202512,20251226,2,4310,1500,
885,3,30,202506,20250622,4,4310,1500,夜市
886,17,23,202507,20250701,1,3351,1000,夜市
887,49,21,202501,20250106,2,3077,1000,LOYAL
888,54,22,202505,20250526,5,3214,1000,
889,37,32,202511,20251104,5,4584,1500,
890,16,22,202512,20251218,5,3214,1000,
891,55,23,202507,20250719,2,3351,1000,LOYAL
892,1,14,202508,20250823,2,2118,500,WELCOME
893,16,16,202504,20250407,3,2392,500,
894,39,12,202503,20250326,2,1844,500,SPRING
895,50,15,202505,20250507,1,2255,500,SPRING
896,13,3,202505,20250503,2,611,0,
897,63,8,202507,20250725,3,1296,0,SPRING
898,41,25,202510,20251018,5,3625,1500,WELCOME
899,43,29,202511,20251105,4,4173,1500,SPRING
900,16,8,202504,20250407,2,1296,0,夜市
901,5,16,202508,20250821,2,2392,500,夜市
902,62,18,202507,20250701,4,2666,1000,LOYAL
903,48,24,202508,20250805,3,3488,1000,
904,49,24,202507,20250728,5,3488,1000,夜市
905,49,4,202510,20251021,2,748,0,夜市
906,40,12,202509,20250914,1,1844,500,WELCOME
907,64,25,202505,20250528,4,3625,1500,
908,3,7,202504,20250425,3,1159,0,SPRING
909,8,28,202503,20250303,4,4036,1500,夜市
910,39,22,202511,20251121,4,3214,1000,
911,22,11,202505,20250524,2,1707,500,夜市
912,11,25,202510,20251023,2,3625,1500,SPRING
913,63,19,202512,20251208,3,2803,1000,LOYAL
914,43,6,202505,20250520,2,1022,0,夜市
915,35,12,202509,20250911,2,1844,500,
916,5,31,202502,20250221,4,4447,1500,
917,3,3,202503,20250307,4,611,0,
918,30,14,202510,20251028,1,2118,500,LOYAL
919,17,7,202507,20250725,1,1159,0,LOYAL
920,19,19,202510,20251009,3,2803,1000,夜市
921,26,19,202502,20250216,4,2803,1000,LOYAL
922,33,6,202506,20250615,1,1022,0,SPRING
923,45,5,202505,20250523,1,885,0,LOYAL
924,53,8,202512,20251222,3,1296,0,
925,9,13,202509,20250909,3,1981,500,夜市
926,43,9,202502,20250227,1,1433,500,
927,29,3,202507,20250708,4,611,0,夜市
928,3,16,202502,20250210,3,2392,500,WELCOME
929,59,23,202507,20250717,2,3351,1000,夜市
930,59,2,202506,20250616,4,474,0,
931,22,12,202503,20250326,3,1844,500,
932,36,17,202505,20250527,4,2529,1000,WELCOME
933,30,26,202503,20250312,2,3762,1500,LOYAL
934,60,7,202510,20251011,5,1159,0,
935,15,30,202506,20250616,2,4310,1500,SPRING
936,13,4,202508,20250814,4,748,0,LOYAL
937,24,27,202506,20250616,2,3899,1500,
938,35,30,202506,20250621,4,4310,1500,
939,53,14,202512,20251217,3,2118,500,LOYAL
940,33,32,202505,20250514,2,4584,1500,夜市
941,21,13,202506,20250624,5,1981,500,SPRING
942,6,24,202505,20250510,5,3488,1000,LOYAL
943,20,30,202511,20251103,5,4310,1500,WELCOME
944,20,25,202510,20251025,3,3625,1500,SPRING
945,59,26,202504,20250427,2,3762,1500,
946,51,20,202511,20251114,5,2940,1000,WELCOME
947,9,25,202501,20250123,4,3625,1500,WELCOME
948,49,7,202508,20250813,3,1159,0,夜市
949,63,11,202511,20251123,5,1707,500,WELCOME
950,9,22,202504,20250418,1,3214,1000,LOYAL
951,18,13,202501,20250104,3,1981,500,WELCOME
952,3,15,202509,20250919,1,2255,500,
953,27,28,202508,20250827,1,4036,1500,
954,59,13,202505,20250506,2,1981,500,WELCOME
955,50,5,202509,20250927,3,885,0,夜市
956,47,9,202508,20250816,1,1433,500,SPRING
957,64,12,202503,20250327,2,1844,500,WELCOME
958,52,2,202504,20250419,2,474,0,WELCOME
959,64,16,202506,20250603,5,2392,500,
960,55,8,202508,20250801,4,1296,0,LOYAL
961,43,2,202506,20250626,1,474,0,WELCOME
962,53,4,202510,20251019,5,748,0,
963,64,32,202501,20250103,3,4584,1500,SPRING
964,17,13,202501,20250103,3,1981,500,LOYAL
965,48,30,202503,20250324,2,4310,1500,WELCOME
966,5,26,202502,20250208,4,3762,1500,
967,3,4,202501,20250120,3,748,0,夜市
968,43,5,202502,20250217,3,885,0,LOYAL
969,13,29,202504,20250426,1,4173,1500,WELCOME
970,14,2,202501,20250126,5,474,0,LOYAL
971,54,16,202509,20250909,1,2392,500,SPRING
972,9,14,202503,20250327,4,2118,500,LOYAL
973,48,7,202509,20250927,1,1159,0,
974,30,12,202501,20250113,5,1844,500,WELCOME
975,37,6,202507,20250706,4,1022,0,LOYAL
976,20,21,202502,20250212,1,3077,1000,WELCOME
977,41,6,202504,20250405,5,1022,0,WELCOME
978,28,12,202504,20250408,2,1844,500,
979,50,7,202511,20251118,2,1159,0,WELCOME
980,50,3,202510,20251010,1,611,0,
981,63,32,202507,20250715,5,4584,1500,LOYAL
982,59,23,202506,20250607,4,3351,1000,LOYAL
983,38,32,202511,20251120,4,4584,1500,夜市
984,15,14,202511,20251110,4,2118,500,LOYAL
985,60,31,202509,20250917,5,4447,1500,LOYAL
986,63,7,202506,20250616,1,1159,0,SPRING
987,8,6,202504,20250404,3,1022,0,
988,33,2,202501,20250104,5,474,0,
989,33,28,202507,20250701,1,4036,1500,LOYAL
990,52,29,202505,20250516,4,4173,1500,WELCOME
991,41,6,202505,20250504,5,1022,0,LOYAL
992,11,26,202507,20250711,3,3762,1500,夜市
993,14,21,202506,20250627,2,3077,1000,WELCOME
994,50,12,202505,20250515,2,1844,500,
995,23,26,202512,20251206,4,3762,1500,夜市
996,13,4,202503,20250310,1,748,0,WELCOME
997,20,2,202510,20251005,3,474,0,WELCOME
998,15,4,202509,20250910,2,748,0,LOYAL
999,23,10,202507,20250709,3,1570,500,WELCOME
1000,3,5,202506,20250623,5,885,0,SPRING
1001,19,6,202503,20250318,5,1022,0,
1002,7,7,202505,20250507,1,1159,0,WELCOME
1003,57,11,202504,20250424,3,1707,500,夜市
1004,41,22,202501,20250128,1,3214,1000,SPRING
1005,47,14,202508,20250820,5,2118,500,
1006,2,23,202502,20250202,4,3351,1000,WELCOME
1007,44,13,202511,20251124,2,1981,500,WELCOME
1008,61,2,202506,20250606,3,474,0,
1009,40,20,202507,20250727,3,2940,1000,SPRING
1010,5,32,202512,20251205,3,4584,1500,
1011,20,11,202512,20251205,1,1707,500,LOYAL
1012,20,8,202506,20250604,5,1296,0,LOYAL
1013,31,18,202506,20250607,4,2666,1000,
1014,22,21,202509,20250918,4,3077,1000,SPRING
1015,21,8,202508,20250810,3,1296,0,
1016,3,31,202512,20251222,5,4447,1500,WELCOME
1017,16,32,202511,20251124,3,4584,1500,WELCOME
1018,39,16,202509,20250915,2,2392,500,WELCOME
1019,3,19,202504,20250425,5,2803,1000,LOYAL
1020,36,3,202510,20251007,2,611,0,WELCOME
1021,30,10,202502,20250222,4,1570,500,夜市
1022,9,6,202503,20250315,4,1022,0,
1023,10,28,202501,20250104,2,4036,1500,WELCOME
1024,2,22,202506,20250620,4,3214,1000,SPRING
1025,6,2,202505,20250523,5,474,0,
1026,16,25,202502,20250226,5,3625,1500,WELCOME
1027,2,31,202505,20250506,2,4447,1500,夜市
1028,34,31,202511,20251117,2,4447,1500,SPRING
1029,1,14,202512,20251210,1,2118,500,
1030,62,24,202512,20251214,3,3488,1000,WELCOME
1031,6,31,202503,20250304,4,4447,1500,
1032,49,28,202509,20250924,3,4036,1500,LOYAL
1033,58,29,202511,20251118,1,4173,1500,WELCOME
1034,26,12,202507,20250716,2,1844,500,WELCOME
1035,28,15,202502,20250215,3,2255,500,夜市
1036,15,6,202504,20250427,2,1022,0,
1037,4,18,202501,20250126,2,2666,1000,SPRING
1038,60,21,202508,20250827,2,3077,1000,WELCOME
1039,10,4,202506,20250603,3,748,0,夜市
1040,14,1,202502,20250222,2,337,0,
1041,16,24,202508,20250818,2,3488,1000,SPRING
1042,25,4,202503,20250323,5,748,0,夜市
1043,29,16,202510,20251023,5,2392,500,
1044,24,5,202502,20250218,1,885,0,LOYAL
1045,29,4,202508,20250811,5,748,0,SPRING
1046,17,3,202504,20250414,5,611,0,LOYAL
1047,49,7,202506,20250603,2,1159,0,SPRING
1048,2,31,202503,20250317,2,4447,1500,
1049,9,29,202507,20250722,1,4173,1500,SPRING
1050,12,15,202508,20250808,2,2255,500,
1051,53,26,202502,20250219,5,3762,1500,夜市
1052,30,4,202501,20250111,4,748,0,LOYAL
1053,29,9,202503,20250320,3,1433,500,SPRING
1054,47,10,202510,20251025,1,1570,500,WELCOME
1055,17,24,202501,20250108,3,3488,1000,LOYAL
1056,56,22,202505,20250514,4,3214,1000,夜市
1057,3,31,202507,20250724,1,4447,1500,
1058,18,23,202512,20251207,3,3351,1000,
1059,12,15,202503,20250302,5,2255,500,SPRING
1060,11,14,202503,20250327,2,2118,500,WELCOME
1061,10,21,202501,20250108,2,3077,1000,WELCOME
1062,56,6,202501,20250109,2,1022,0,夜市
1063,45,25,202502,20250219,5,3625,1500,SPRING
1064,19,29,202509,20250911,1,4173,1500,
1065,10,18,202512,20251216,4,2666,1000,LOYAL
1066,11,11,202505,20250510,1,1707,500,SPRING
1067,9,16,202510,20251008,3,2392,500,SPRING
1068,35,16,202502,20250202,2,2392,500,LOYAL
1069,61,6,202504,20250426,3,1022,0,LOYAL
1070,35,26,202511,20251103,1,3762,1500,夜市
1071,4,2,202511,20251109,4,474,0,
1072,49,32,202501,20250104,3,4584,1500,SPRING
1073,62,26,202503,20250309,4,3762,1500,夜市
1074,12,6,202507,20250705,1,1022,0,WELCOME
1075,17,1,202510,20251014,4,337,0,SPRING
1076,20,31,202512,20251223,4,4447,1500,夜市
1077,14,11,202510,20251006,1,1707,500,
1078,44,32,202511,20251101,4,4584,1500,
1079,31,14,202505,20250514,3,2118,500,夜市
1080,36,11,202501,20250121,4,1707,500,SPRING
1081,10,16,202510,20251021,1,2392,500,
1082,28,6,202510,20251028,2,1022,0,
1083,49,29,202505,20250513,2,4173,1500,夜市
1084,24,32,202504,20250406,1,4584,1500,夜市
1085,46,25,202501,20250106,3,3625,1500,
1086,4,21,202512,20251227,2,3077,1000,WELCOME
1087,17,31,202512,20251210,2,4447,1500,
1088,17,18,202505,20250503,4,2666,1000,LOYAL
1089,58,29,202503,20250318,2,4173,1500,夜市
1090,62,6,202502,20250204,4,1022,0,夜市
1091,31,1,202505,20250514,4,337,0,
1092,54,27,202501,20250112,4,3899,1500,
1093,37,15,202508,20250820,1,2255,500,夜市
1094,24,15,202506,20250605,4,2255,500,SPRING
1095,17,21,202503,20250320,4,3077,1000,SPRING
1096,33,32,202506,20250603,2,4584,1500,LOYAL
1097,47,25,202507,20250704,4,3625,1500,SPRING
1098,26,2,202512,20251213,4,474,0,
1099,14,31,202504,20250424,1,4447,1500,
1100,25,7,202502,20250215,1,1159,0,LOYAL
1101,40,28,202505,20250527,3,4036,1500,WELCOME
1102,16,28,202511,20251126,3,4036,1500,夜市
1103,61,32,202512,20251205,3,4584,1500,
1104,11,9,202504,20250408,2,1433,500,LOYAL
1105,30,2,202508,20250820,1,474,0,LOYAL
1106,58,17,202501,20250102,3,2529,1000,
1107,61,25,202506,20250604,1,3625,1500,
1108,44,22,202509,20250924,2,3214,1000,夜市
1109,6,5,202506,20250612,2,885,0,夜市
1110,56,7,202501,20250122,1,1159,0,WELCOME
1111,19,27,202501,20250110,5,3899,1500,夜市
1112,28,3,202506,20250621,2,611,0,WELCOME
1113,49,7,202508,20250802,3,1159,0,
1114,27,21,202506,20250628,5,3077,1000,
1115,14,19,202501,20250128,4,2803,1000,
1116,26,30,202509,20250922,4,4310,1500,SPRING
1117,45,20,202507,20250702,1,2940,1000,夜市
1118,56,26,202503,20250305,4,3762,1500,夜市
1119,6,28,202511,20251107,4,4036,1500,LOYAL
1120,45,28,202510,20251014,2,4036,1500,
1121,27,2,202512,20251219,4,474,0,SPRING
1122,49,25,202508,20250806,3,3625,1500,SPRING
1123,29,1,202509,20250903,1,337,0,SPRING
1124,6,21,202506,20250622,3,3077,1000,SPRING
1125,38,11,202509,20250908,5,1707,500,SPRING
1126,52,31,202502,20250223,2,4447,1500,SPRING
1127,43,27,202508,20250825,2,3899,1500,
1128,6,24,202509,20250926,2,3488,1000,SPRING
1129,56,31,202510,20251016,4,4447,1500,夜市
1130,15,12,202502,20250205,2,1844,500,LOYAL
1131,59,16,202510,20251015,5,2392,500,WELCOME
1132,28,32,202506,20250613,4,4584,1500,WELCOME
1133,13,11,202505,20250515,1,1707,500,LOYAL
1134,29,4,202504,20250414,2,748,0,
1135,39,6,202512,20251216,1,1022,0,WELCOME
